longitude,latitude,altitude,time,station_id,datasourceid,Water_Level,Water_Level_LAT,Water_Level_OD_Malin,QC_Flag
-6.0683,53.3915,0,2010-01-03T03:24:00Z,Howth Harbour,10,3.1442,3.1442,0.1872,1
-6.0683,53.3915,0,2010-01-03T03:30:00Z,Howth Harbour,10,3.0742,3.0742,0.1172,1
-6.0683,53.3915,0,2010-01-03T03:36:00Z,Howth Harbour,10,2.9542,2.9542,-0.0028,1
-6.0683,53.3915,0,2010-01-03T03:42:00Z,Howth Harbour,10,2.8742,2.8742,-0.0828,1
-6.0683,53.3915,0,2010-01-03T03:48:00Z,Howth Harbour,10,2.7442,2.7442,-0.2128,1
-6.0683,53.3915,0,2010-01-03T03:54:00Z,Howth Harbour,10,2.6342,2.6342,-0.3228,1
-6.0683,53.3915,0,2010-01-03T04:00:00Z,Howth Harbour,10,2.5042,2.5042,-0.4528,1
-6.0683,53.3915,0,2010-01-03T04:06:00Z,Howth Harbour,10,2.4142,2.4142,-0.5428,1
-6.0683,53.3915,0,2010-01-03T04:12:00Z,Howth Harbour,10,2.3142,2.3142,-0.6428,1
-6.0683,53.3915,0,2010-01-03T04:18:00Z,Howth Harbour,10,2.2042,2.2042,-0.7528,1
-6.0683,53.3915,0,2010-01-03T04:24:00Z,Howth Harbour,10,2.0942,2.0942,-0.8628,1
-6.0683,53.3915,0,2010-01-03T04:30:00Z,Howth Harbour,10,1.9842,1.9842,-0.9728,1
-6.0683,53.3915,0,2010-01-03T04:36:00Z,Howth Harbour,10,1.8942,1.8942,-1.0628,1
-6.0683,53.3915,0,2010-01-03T04:42:00Z,Howth Harbour,10,1.8342,1.8342,-1.1228,1
-6.0683,53.3915,0,2010-01-03T04:48:00Z,Howth Harbour,10,1.7142,1.7142,-1.2428,1
-6.0683,53.3915,0,2010-01-03T04:54:00Z,Howth Harbour,10,1.6142,1.6142,-1.3428,1
-6.0683,53.3915,0,2010-01-03T05:00:00Z,Howth Harbour,10,1.5842,1.5842,-1.3728,1
-6.0683,53.3915,0,2010-01-03T05:06:00Z,Howth Harbour,10,1.4842,1.4842,-1.4728,1
-6.0683,53.3915,0,2010-01-03T05:12:00Z,Howth Harbour,10,1.4042,1.4042,-1.5528,1
-6.0683,53.3915,0,2010-01-03T05:18:00Z,Howth Harbour,10,1.3542,1.3542,-1.6028,1
-6.0683,53.3915,0,2010-01-03T05:24:00Z,Howth Harbour,10,1.2842,1.2842,-1.6728,1
-6.0683,53.3915,0,2010-01-03T05:30:00Z,Howth Harbour,10,1.2242,1.2242,-1.7328,1
-6.0683,53.3915,0,2010-01-03T05:36:00Z,Howth Harbour,10,1.1742,1.1742,-1.7828,1
-6.0683,53.3915,0,2010-01-03T05:42:00Z,Howth Harbour,10,1.1342,1.1342,-1.8228,1
-6.0683,53.3915,0,2010-01-03T05:48:00Z,Howth Harbour,10,1.1142,1.1142,-1.8428,1
-6.0683,53.3915,0,2010-01-03T05:54:00Z,Howth Harbour,10,1.1042,1.1042,-1.8528,1
-6.0683,53.3915,0,2010-01-03T06:00:00Z,Howth Harbour,10,1.0542,1.0542,-1.9028,1
-6.0683,53.3915,0,2010-01-03T06:06:00Z,Howth Harbour,10,1.0342,1.0342,-1.9228,1
-6.0683,53.3915,0,2010-01-03T06:12:00Z,Howth Harbour,10,1.0442,1.0442,-1.9128,1
-6.0683,53.3915,0,2010-01-03T06:18:00Z,Howth Harbour,10,1.0542,1.0542,-1.9028,1
-6.0683,53.3915,0,2010-01-03T06:24:00Z,Howth Harbour,10,1.0342,1.0342,-1.9228,1
-6.0683,53.3915,0,2010-01-03T06:30:00Z,Howth Harbour,10,1.0142,1.0142,-1.9428,1
-6.0683,53.3915,0,2010-01-03T06:36:00Z,Howth Harbour,10,1.0342,1.0342,-1.9228,1
-6.0683,53.3915,0,2010-01-03T06:42:00Z,Howth Harbour,10,1.0542,1.0542,-1.9028,1
-6.0683,53.3915,0,2010-01-03T06:48:00Z,Howth Harbour,10,1.0742,1.0742,-1.8828,1
-6.0683,53.3915,0,2010-01-03T06:54:00Z,Howth Harbour,10,1.1242,1.1242,-1.8328,1
-6.0683,53.3915,0,2010-01-03T07:00:00Z,Howth Harbour,10,1.1542,1.1542,-1.8028,1
-6.0683,53.3915,0,2010-01-03T07:06:00Z,Howth Harbour,10,1.1642,1.1642,-1.7928,1
-6.0683,53.3915,0,2010-01-03T07:12:00Z,Howth Harbour,10,1.2142,1.2142,-1.7428,1
-6.0683,53.3915,0,2010-01-03T07:18:00Z,Howth Harbour,10,1.2742,1.2742,-1.6828,1
-6.0683,53.3915,0,2010-01-03T07:24:00Z,Howth Harbour,10,1.3142,1.3142,-1.6428,1
-6.0683,53.3915,0,2010-01-03T07:30:00Z,Howth Harbour,10,1.3842,1.3842,-1.5728,1
-6.0683,53.3915,0,2010-01-03T07:36:00Z,Howth Harbour,10,1.4242,1.4242,-1.5328,1
-6.0683,53.3915,0,2010-01-03T07:42:00Z,Howth Harbour,10,1.4842,1.4842,-1.4728,1
-6.0683,53.3915,0,2010-01-03T07:48:00Z,Howth Harbour,10,1.5842,1.5842,-1.3728,1
-6.0683,53.3915,0,2010-01-03T07:54:00Z,Howth Harbour,10,1.6242,1.6242,-1.3328,1
-6.0683,53.3915,0,2010-01-03T08:00:00Z,Howth Harbour,10,1.6842,1.6842,-1.2728,1
-6.0683,53.3915,0,2010-01-03T08:06:00Z,Howth Harbour,10,1.7842,1.7842,-1.1728,1
-6.0683,53.3915,0,2010-01-03T08:12:00Z,Howth Harbour,10,1.8442,1.8442,-1.1128,1
-6.0683,53.3915,0,2010-01-03T08:18:00Z,Howth Harbour,10,1.9442,1.9442,-1.0128,1
-6.0683,53.3915,0,2010-01-03T08:24:00Z,Howth Harbour,10,2.0342,2.0342,-0.9228,1
-6.0683,53.3915,0,2010-01-03T08:30:00Z,Howth Harbour,10,2.1242,2.1242,-0.8328,1
-6.0683,53.3915,0,2010-01-03T08:36:00Z,Howth Harbour,10,2.2042,2.2042,-0.7528,1
-6.0683,53.3915,0,2010-01-03T08:42:00Z,Howth Harbour,10,2.2842,2.2842,-0.6728,1
-6.0683,53.3915,0,2010-01-03T08:48:00Z,Howth Harbour,10,2.3942,2.3942,-0.5628,1
-6.0683,53.3915,0,2010-01-03T08:54:00Z,Howth Harbour,10,2.4842,2.4842,-0.4728,1
-6.0683,53.3915,0,2010-01-03T09:00:00Z,Howth Harbour,10,2.5542,2.5542,-0.4028,1
-6.0683,53.3915,0,2010-01-03T09:06:00Z,Howth Harbour,10,2.6442,2.6442,-0.3128,1
-6.0683,53.3915,0,2010-01-03T09:12:00Z,Howth Harbour,10,2.7442,2.7442,-0.2128,1
-6.0683,53.3915,0,2010-01-03T09:18:00Z,Howth Harbour,10,2.8442,2.8442,-0.1128,1
-6.0683,53.3915,0,2010-01-03T09:24:00Z,Howth Harbour,10,2.9242,2.9242,-0.0328,1
-6.0683,53.3915,0,2010-01-03T09:30:00Z,Howth Harbour,10,3.0342,3.0342,0.0772,1
-6.0683,53.3915,0,2010-01-03T09:36:00Z,Howth Harbour,10,3.1342,3.1342,0.1772,1
-6.0683,53.3915,0,2010-01-03T09:42:00Z,Howth Harbour,10,3.2142,3.2142,0.2572,1
-6.0683,53.3915,0,2010-01-03T09:48:00Z,Howth Harbour,10,3.3142,3.3142,0.3572,1
-6.0683,53.3915,0,2010-01-03T09:54:00Z,Howth Harbour,10,3.3842,3.3842,0.4272,1
-6.0683,53.3915,0,2010-01-03T10:00:00Z,Howth Harbour,10,3.4642,3.4642,0.5072,1
-6.0683,53.3915,0,2010-01-03T10:06:00Z,Howth Harbour,10,3.5542,3.5542,0.5972,1
-6.0683,53.3915,0,2010-01-03T10:12:00Z,Howth Harbour,10,3.6442,3.6442,0.6872,1
-6.0683,53.3915,0,2010-01-03T10:18:00Z,Howth Harbour,10,3.7142,3.7142,0.7572,1
-6.0683,53.3915,0,2010-01-03T10:24:00Z,Howth Harbour,10,3.8042,3.8042,0.8472,1
-6.0683,53.3915,0,2010-01-03T10:30:00Z,Howth Harbour,10,3.8842,3.8842,0.9272,1
-6.0683,53.3915,0,2010-01-03T10:36:00Z,Howth Harbour,10,3.9742,3.9742,1.0172,1
-6.0683,53.3915,0,2010-01-03T10:42:00Z,Howth Harbour,10,4.0242,4.0242,1.0672,1
-6.0683,53.3915,0,2010-01-03T10:48:00Z,Howth Harbour,10,4.1142,4.1142,1.1572,1
-6.0683,53.3915,0,2010-01-03T10:54:00Z,Howth Harbour,10,4.1742,4.1742,1.2172,1
-6.0683,53.3915,0,2010-01-03T11:00:00Z,Howth Harbour,10,4.2342,4.2342,1.2772,1
-6.0683,53.3915,0,2010-01-03T11:06:00Z,Howth Harbour,10,4.2942,4.2942,1.3372,1
-6.0683,53.3915,0,2010-01-03T11:12:00Z,Howth Harbour,10,4.3842,4.3842,1.4272,1
-6.0683,53.3915,0,2010-01-03T11:18:00Z,Howth Harbour,10,4.4442,4.4442,1.4872,1
-6.0683,53.3915,0,2010-01-03T11:24:00Z,Howth Harbour,10,4.4942,4.4942,1.5372,1
-6.0683,53.3915,0,2010-01-03T11:30:00Z,Howth Harbour,10,4.5442,4.5442,1.5872,1
-6.0683,53.3915,0,2010-01-03T11:36:00Z,Howth Harbour,10,4.5942,4.5942,1.6372,1
-6.0683,53.3915,0,2010-01-03T11:42:00Z,Howth Harbour,10,4.6642,4.6642,1.7072,1
-6.0683,53.3915,0,2010-01-03T11:48:00Z,Howth Harbour,10,4.7242,4.7242,1.7672,1
-6.0683,53.3915,0,2010-01-03T11:54:00Z,Howth Harbour,10,4.7642,4.7642,1.8072,1
-6.0683,53.3915,0,2010-01-03T12:00:00Z,Howth Harbour,10,4.8142,4.8142,1.8572,1
-6.0683,53.3915,0,2010-01-03T12:06:00Z,Howth Harbour,10,4.8742,4.8742,1.9172,1
-6.0683,53.3915,0,2010-01-03T12:12:00Z,Howth Harbour,10,4.8742,4.8742,1.9172,1
-6.0683,53.3915,0,2010-01-03T12:18:00Z,Howth Harbour,10,4.9442,4.9442,1.9872,1
-6.0683,53.3915,0,2010-01-03T12:24:00Z,Howth Harbour,10,4.9542,4.9542,1.9972,1
-6.0683,53.3915,0,2010-01-03T12:30:00Z,Howth Harbour,10,5.0142,5.0142,2.0572,1
-6.0683,53.3915,0,2010-01-03T12:36:00Z,Howth Harbour,10,5.0242,5.0242,2.0672,1
-6.0683,53.3915,0,2010-01-03T12:42:00Z,Howth Harbour,10,5.0342,5.0342,2.0772,1
-6.0683,53.3915,0,2010-01-03T12:48:00Z,Howth Harbour,10,5.0242,5.0242,2.0672,1
-6.0683,53.3915,0,2010-01-03T12:54:00Z,Howth Harbour,10,5.0742,5.0742,2.1172,1
-6.0683,53.3915,0,2010-01-03T13:00:00Z,Howth Harbour,10,5.0542,5.0542,2.0972,1
-6.0683,53.3915,0,2010-01-03T13:06:00Z,Howth Harbour,10,5.0542,5.0542,2.0972,1
-6.0683,53.3915,0,2010-01-03T13:12:00Z,Howth Harbour,10,5.0342,5.0342,2.0772,1
-6.0683,53.3915,0,2010-01-03T13:18:00Z,Howth Harbour,10,5.0342,5.0342,2.0772,1
-6.0683,53.3915,0,2010-01-03T13:24:00Z,Howth Harbour,10,5.0242,5.0242,2.0672,1
-6.0683,53.3915,0,2010-01-03T13:30:00Z,Howth Harbour,10,4.9842,4.9842,2.0272,1
-6.0683,53.3915,0,2010-01-03T13:36:00Z,Howth Harbour,10,5.0042,5.0042,2.0472,1
-6.0683,53.3915,0,2010-01-03T13:42:00Z,Howth Harbour,10,4.9342,4.9342,1.9772,1
-6.0683,53.3915,0,2010-01-03T13:48:00Z,Howth Harbour,10,4.9042,4.9042,1.9472,1
-6.0683,53.3915,0,2010-01-03T13:54:00Z,Howth Harbour,10,4.8842,4.8842,1.9272,1
-6.0683,53.3915,0,2010-01-03T14:00:00Z,Howth Harbour,10,4.8242,4.8242,1.8672,1
-6.0683,53.3915,0,2010-01-03T14:06:00Z,Howth Harbour,10,4.7942,4.7942,1.8372,1
-6.0683,53.3915,0,2010-01-03T14:12:00Z,Howth Harbour,10,4.7242,4.7242,1.7672,1
-6.0683,53.3915,0,2010-01-03T14:18:00Z,Howth Harbour,10,4.7042,4.7042,1.7472,1
-6.0683,53.3915,0,2010-01-03T14:24:00Z,Howth Harbour,10,4.5942,4.5942,1.6372,1
-6.0683,53.3915,0,2010-01-03T14:30:00Z,Howth Harbour,10,4.5442,4.5442,1.5872,1
-6.0683,53.3915,0,2010-01-03T14:36:00Z,Howth Harbour,10,4.4642,4.4642,1.5072,1
-6.0683,53.3915,0,2010-01-03T14:42:00Z,Howth Harbour,10,4.4042,4.4042,1.4472,1
-6.0683,53.3915,0,2010-01-03T14:48:00Z,Howth Harbour,10,4.3242,4.3242,1.3672,1
-6.0683,53.3915,0,2010-01-03T14:54:00Z,Howth Harbour,10,4.2442,4.2442,1.2872,1
-6.0683,53.3915,0,2010-01-03T15:00:00Z,Howth Harbour,10,4.1542,4.1542,1.1972,1
-6.0683,53.3915,0,2010-01-03T15:06:00Z,Howth Harbour,10,4.0642,4.0642,1.1072,1
-6.0683,53.3915,0,2010-01-03T15:12:00Z,Howth Harbour,10,3.9642,3.9642,1.0072,1
-6.0683,53.3915,0,2010-01-03T15:18:00Z,Howth Harbour,10,3.8542,3.8542,0.8972,1
-6.0683,53.3915,0,2010-01-03T15:24:00Z,Howth Harbour,10,3.7542,3.7542,0.7972,1
-6.0683,53.3915,0,2010-01-03T15:30:00Z,Howth Harbour,10,3.6242,3.6242,0.6672,1
-6.0683,53.3915,0,2010-01-03T15:36:00Z,Howth Harbour,10,3.5242,3.5242,0.5672,1
-6.0683,53.3915,0,2010-01-03T15:42:00Z,Howth Harbour,10,3.4142,3.4142,0.4572,1
-6.0683,53.3915,0,2010-01-03T15:48:00Z,Howth Harbour,10,3.3042,3.3042,0.3472,1
-6.0683,53.3915,0,2010-01-03T15:54:00Z,Howth Harbour,10,3.1842,3.1842,0.2272,1
-6.0683,53.3915,0,2010-01-03T16:00:00Z,Howth Harbour,10,3.0542,3.0542,0.0972,1
-6.0683,53.3915,0,2010-01-03T16:06:00Z,Howth Harbour,10,2.9542,2.9542,-0.0028,1
-6.0683,53.3915,0,2010-01-03T16:12:00Z,Howth Harbour,10,2.8342,2.8342,-0.1228,1
-6.0683,53.3915,0,2010-01-03T16:18:00Z,Howth Harbour,10,2.7042,2.7042,-0.2528,1
-6.0683,53.3915,0,2010-01-03T16:24:00Z,Howth Harbour,10,2.5942,2.5942,-0.3628,1
-6.0683,53.3915,0,2010-01-03T16:30:00Z,Howth Harbour,10,2.4742,2.4742,-0.4828,1
-6.0683,53.3915,0,2010-01-03T16:36:00Z,Howth Harbour,10,2.3542,2.3542,-0.6028,1
-6.0683,53.3915,0,2010-01-03T16:42:00Z,Howth Harbour,10,2.2642,2.2642,-0.6928,1
-6.0683,53.3915,0,2010-01-03T16:48:00Z,Howth Harbour,10,2.1342,2.1342,-0.8228,1
-6.0683,53.3915,0,2010-01-03T16:54:00Z,Howth Harbour,10,2.0242,2.0242,-0.9328,1
-6.0683,53.3915,0,2010-01-03T17:00:00Z,Howth Harbour,10,1.9142,1.9142,-1.0428,1
-6.0683,53.3915,0,2010-01-03T17:06:00Z,Howth Harbour,10,1.8042,1.8042,-1.1528,1
-6.0683,53.3915,0,2010-01-03T17:12:00Z,Howth Harbour,10,1.7242,1.7242,-1.2328,1
-6.0683,53.3915,0,2010-01-03T17:18:00Z,Howth Harbour,10,1.6042,1.6042,-1.3528,1
-6.0683,53.3915,0,2010-01-03T17:24:00Z,Howth Harbour,10,1.5142,1.5142,-1.4428,1
-6.0683,53.3915,0,2010-01-03T17:30:00Z,Howth Harbour,10,1.4242,1.4242,-1.5328,1
-6.0683,53.3915,0,2010-01-03T17:36:00Z,Howth Harbour,10,1.3342,1.3342,-1.6228,1
-6.0683,53.3915,0,2010-01-03T17:42:00Z,Howth Harbour,10,1.2742,1.2742,-1.6828,1
-6.0683,53.3915,0,2010-01-03T17:48:00Z,Howth Harbour,10,1.1842,1.1842,-1.7728,1
-6.0683,53.3915,0,2010-01-03T17:54:00Z,Howth Harbour,10,1.1242,1.1242,-1.8328,1
-6.0683,53.3915,0,2010-01-03T18:06:00Z,Howth Harbour,10,0.9942,0.9942,-1.9628,1
-6.0683,53.3915,0,2010-01-03T18:12:00Z,Howth Harbour,10,0.9742,0.9742,-1.9828,1
-6.0683,53.3915,0,2010-01-03T18:18:00Z,Howth Harbour,10,0.9142,0.9142,-2.0428,1
-6.0683,53.3915,0,2010-01-03T18:24:00Z,Howth Harbour,10,0.8642,0.8642,-2.0928,1
-6.0683,53.3915,0,2010-01-03T18:30:00Z,Howth Harbour,10,0.8442,0.8442,-2.1128,1
-6.0683,53.3915,0,2010-01-03T18:36:00Z,Howth Harbour,10,0.8042,0.8042,-2.1528,1
-6.0683,53.3915,0,2010-01-03T18:42:00Z,Howth Harbour,10,0.7842,0.7842,-2.1728,1
-6.0683,53.3915,0,2010-01-03T18:48:00Z,Howth Harbour,10,0.7642,0.7642,-2.1928,1
-6.0683,53.3915,0,2010-01-03T18:54:00Z,Howth Harbour,10,0.7642,0.7642,-2.1928,1
-6.0683,53.3915,0,2010-01-03T19:00:00Z,Howth Harbour,10,0.7442,0.7442,-2.2128,1
-6.0683,53.3915,0,2010-01-03T19:06:00Z,Howth Harbour,10,0.7442,0.7442,-2.2128,1
-6.0683,53.3915,0,2010-01-03T19:12:00Z,Howth Harbour,10,0.7642,0.7642,-2.1928,1
-6.0683,53.3915,0,2010-01-03T19:18:00Z,Howth Harbour,10,0.7842,0.7842,-2.1728,1
-6.0683,53.3915,0,2010-01-03T19:24:00Z,Howth Harbour,10,0.7942,0.7942,-2.1628,1
-6.0683,53.3915,0,2010-01-03T19:30:00Z,Howth Harbour,10,0.8242,0.8242,-2.1328,1
-6.0683,53.3915,0,2010-01-03T19:36:00Z,Howth Harbour,10,0.8542,0.8542,-2.1028,1
-6.0683,53.3915,0,2010-01-03T19:42:00Z,Howth Harbour,10,0.8842,0.8842,-2.0728,1
-6.0683,53.3915,0,2010-01-03T19:48:00Z,Howth Harbour,10,0.9442,0.9442,-2.0128,1
-6.0683,53.3915,0,2010-01-03T19:54:00Z,Howth Harbour,10,0.9842,0.9842,-1.9728,1
-6.0683,53.3915,0,2010-01-03T20:00:00Z,Howth Harbour,10,1.0242,1.0242,-1.9328,1
-6.0683,53.3915,0,2010-01-03T20:06:00Z,Howth Harbour,10,1.0842,1.0842,-1.8728,1
-6.0683,53.3915,0,2010-01-03T20:12:00Z,Howth Harbour,10,1.1242,1.1242,-1.8328,1
-6.0683,53.3915,0,2010-01-03T20:18:00Z,Howth Harbour,10,1.1942,1.1942,-1.7628,1
-6.0683,53.3915,0,2010-01-03T20:24:00Z,Howth Harbour,10,1.2542,1.2542,-1.7028,1
-6.0683,53.3915,0,2010-01-03T20:30:00Z,Howth Harbour,10,1.3242,1.3242,-1.6328,1
-6.0683,53.3915,0,2010-01-03T20:36:00Z,Howth Harbour,10,1.4042,1.4042,-1.5528,1
-6.0683,53.3915,0,2010-01-03T20:42:00Z,Howth Harbour,10,1.4642,1.4642,-1.4928,1
-6.0683,53.3915,0,2010-01-03T20:48:00Z,Howth Harbour,10,1.5742,1.5742,-1.3828,1
-6.0683,53.3915,0,2010-01-03T20:54:00Z,Howth Harbour,10,1.6342,1.6342,-1.3228,1
-6.0683,53.3915,0,2010-01-03T21:00:00Z,Howth Harbour,10,1.7242,1.7242,-1.2328,1
-6.0683,53.3915,0,2010-01-03T21:06:00Z,Howth Harbour,10,1.8142,1.8142,-1.1428,1
-6.0683,53.3915,0,2010-01-03T21:12:00Z,Howth Harbour,10,1.8942,1.8942,-1.0628,1
-6.0683,53.3915,0,2010-01-03T21:18:00Z,Howth Harbour,10,1.9942,1.9942,-0.9628,1
-6.0683,53.3915,0,2010-01-03T21:24:00Z,Howth Harbour,10,2.0642,2.0642,-0.8928,1
-6.0683,53.3915,0,2010-01-03T21:30:00Z,Howth Harbour,10,2.1542,2.1542,-0.8028,1
-6.0683,53.3915,0,2010-01-03T21:36:00Z,Howth Harbour,10,2.2342,2.2342,-0.7228,1
-6.0683,53.3915,0,2010-01-03T21:42:00Z,Howth Harbour,10,2.3342,2.3342,-0.6228,1
-6.0683,53.3915,0,2010-01-03T21:48:00Z,Howth Harbour,10,2.4342,2.4342,-0.5228,1
-6.0683,53.3915,0,2010-01-03T21:54:00Z,Howth Harbour,10,2.5142,2.5142,-0.4428,1
-6.0683,53.3915,0,2010-01-03T22:00:00Z,Howth Harbour,10,2.6242,2.6242,-0.3328,1
-6.0683,53.3915,0,2010-01-03T22:06:00Z,Howth Harbour,10,2.7142,2.7142,-0.2428,1
-6.0683,53.3915,0,2010-01-03T22:12:00Z,Howth Harbour,10,2.7942,2.7942,-0.1628,1
-6.0683,53.3915,0,2010-01-03T22:18:00Z,Howth Harbour,10,2.8942,2.8942,-0.0628,1
-6.0683,53.3915,0,2010-01-03T22:24:00Z,Howth Harbour,10,2.9842,2.9842,0.0272,1
-6.0683,53.3915,0,2010-01-03T22:30:00Z,Howth Harbour,10,3.0742,3.0742,0.1172,1
-6.0683,53.3915,0,2010-01-03T22:36:00Z,Howth Harbour,10,3.1642,3.1642,0.2072,1
-6.0683,53.3915,0,2010-01-03T22:42:00Z,Howth Harbour,10,3.2542,3.2542,0.2972,1
-6.0683,53.3915,0,2010-01-03T22:48:00Z,Howth Harbour,10,3.3342,3.3342,0.3772,1
-6.0683,53.3915,0,2010-01-03T22:54:00Z,Howth Harbour,10,3.4142,3.4142,0.4572,1
-6.0683,53.3915,0,2010-01-03T23:00:00Z,Howth Harbour,10,3.4942,3.4942,0.5372,1
-6.0683,53.3915,0,2010-01-03T23:06:00Z,Howth Harbour,10,3.5742,3.5742,0.6172,1
-6.0683,53.3915,0,2010-01-03T23:12:00Z,Howth Harbour,10,3.6542,3.6542,0.6972,1
-6.0683,53.3915,0,2010-01-03T23:18:00Z,Howth Harbour,10,3.7142,3.7142,0.7572,1
-6.0683,53.3915,0,2010-01-03T23:24:00Z,Howth Harbour,10,3.8042,3.8042,0.8472,1
-6.0683,53.3915,0,2010-01-03T23:30:00Z,Howth Harbour,10,3.8542,3.8542,0.8972,1
-6.0683,53.3915,0,2010-01-03T23:36:00Z,Howth Harbour,10,3.9342,3.9342,0.9772,1
-6.0683,53.3915,0,2010-01-03T23:42:00Z,Howth Harbour,10,3.9942,3.9942,1.0372,1
-6.0683,53.3915,0,2010-01-03T23:48:00Z,Howth Harbour,10,4.0642,4.0642,1.1072,1
-6.0683,53.3915,0,2010-01-03T23:54:00Z,Howth Harbour,10,4.1342,4.1342,1.1772,1
-6.0683,53.3915,0,2010-01-04T00:00:00Z,Howth Harbour,10,4.2042,4.2042,1.2472,1
-6.0683,53.3915,0,2010-01-04T00:06:00Z,Howth Harbour,10,4.2642,4.2642,1.3072,1
-6.0683,53.3915,0,2010-01-04T00:12:00Z,Howth Harbour,10,4.3142,4.3142,1.3572,1
-6.0683,53.3915,0,2010-01-04T00:18:00Z,Howth Harbour,10,4.3842,4.3842,1.4272,1
-6.0683,53.3915,0,2010-01-04T00:24:00Z,Howth Harbour,10,4.4242,4.4242,1.4672,1
-6.0683,53.3915,0,2010-01-04T00:30:00Z,Howth Harbour,10,4.4742,4.4742,1.5172,1
-6.0683,53.3915,0,2010-01-04T00:36:00Z,Howth Harbour,10,4.5242,4.5242,1.5672,1
-6.0683,53.3915,0,2010-01-04T00:42:00Z,Howth Harbour,10,4.5542,4.5542,1.5972,1
-6.0683,53.3915,0,2010-01-04T00:48:00Z,Howth Harbour,10,4.6042,4.6042,1.6472,1
-6.0683,53.3915,0,2010-01-04T00:54:00Z,Howth Harbour,10,4.6242,4.6242,1.6672,1
-6.0683,53.3915,0,2010-01-04T01:00:00Z,Howth Harbour,10,4.6642,4.6642,1.7072,1
-6.0683,53.3915,0,2010-01-04T01:06:00Z,Howth Harbour,10,4.6842,4.6842,1.7272,1
-6.0683,53.3915,0,2010-01-04T01:12:00Z,Howth Harbour,10,4.7242,4.7242,1.7672,1
-6.0683,53.3915,0,2010-01-04T01:18:00Z,Howth Harbour,10,4.7242,4.7242,1.7672,1
-6.0683,53.3915,0,2010-01-04T01:24:00Z,Howth Harbour,10,4.7442,4.7442,1.7872,1
-6.0683,53.3915,0,2010-01-04T01:30:00Z,Howth Harbour,10,4.7642,4.7642,1.8072,1
-6.0683,53.3915,0,2010-01-04T01:36:00Z,Howth Harbour,10,4.7442,4.7442,1.7872,1
-6.0683,53.3915,0,2010-01-04T01:42:00Z,Howth Harbour,10,4.7642,4.7642,1.8072,1
-6.0683,53.3915,0,2010-01-04T01:48:00Z,Howth Harbour,10,4.7442,4.7442,1.7872,1
-6.0683,53.3915,0,2010-01-04T01:54:00Z,Howth Harbour,10,4.7242,4.7242,1.7672,1
-6.0683,53.3915,0,2010-01-04T02:00:00Z,Howth Harbour,10,4.7042,4.7042,1.7472,1
-6.0683,53.3915,0,2010-01-04T02:06:00Z,Howth Harbour,10,4.6942,4.6942,1.7372,1
-6.0683,53.3915,0,2010-01-04T02:12:00Z,Howth Harbour,10,4.6742,4.6742,1.7172,1
-6.0683,53.3915,0,2010-01-04T02:18:00Z,Howth Harbour,10,4.6342,4.6342,1.6772,1
-6.0683,53.3915,0,2010-01-04T02:24:00Z,Howth Harbour,10,4.5842,4.5842,1.6272,1
-6.0683,53.3915,0,2010-01-04T02:30:00Z,Howth Harbour,10,4.5542,4.5542,1.5972,1
-6.0683,53.3915,0,2010-01-04T02:36:00Z,Howth Harbour,10,4.5042,4.5042,1.5472,1
-6.0683,53.3915,0,2010-01-04T02:42:00Z,Howth Harbour,10,4.4642,4.4642,1.5072,1
-6.0683,53.3915,0,2010-01-04T02:48:00Z,Howth Harbour,10,4.4142,4.4142,1.4572,1
-6.0683,53.3915,0,2010-01-04T02:54:00Z,Howth Harbour,10,4.3542,4.3542,1.3972,1
-6.0683,53.3915,0,2010-01-04T03:00:00Z,Howth Harbour,10,4.2942,4.2942,1.3372,1
-6.0683,53.3915,0,2010-01-04T03:06:00Z,Howth Harbour,10,4.2242,4.2242,1.2672,1
-6.0683,53.3915,0,2010-01-04T03:12:00Z,Howth Harbour,10,4.1542,4.1542,1.1972,1
-6.0683,53.3915,0,2010-01-04T03:18:00Z,Howth Harbour,10,4.0742,4.0742,1.1172,1
-6.0683,53.3915,0,2010-01-04T03:24:00Z,Howth Harbour,10,4.0142,4.0142,1.0572,1
-6.0683,53.3915,0,2010-01-04T03:30:00Z,Howth Harbour,10,3.9142,3.9142,0.9572,1
-6.0683,53.3915,0,2010-01-04T03:36:00Z,Howth Harbour,10,3.8342,3.8342,0.8772,1
-6.0683,53.3915,0,2010-01-04T03:42:00Z,Howth Harbour,10,3.7342,3.7342,0.7772,1
-6.0683,53.3915,0,2010-01-04T03:48:00Z,Howth Harbour,10,3.6442,3.6442,0.6872,1
-6.0683,53.3915,0,2010-01-04T03:54:00Z,Howth Harbour,10,3.5442,3.5442,0.5872,1
-6.0683,53.3915,0,2010-01-04T04:00:00Z,Howth Harbour,10,3.4342,3.4342,0.4772,1
-6.0683,53.3915,0,2010-01-04T04:06:00Z,Howth Harbour,10,3.3242,3.3242,0.3672,1
-6.0683,53.3915,0,2010-01-04T04:12:00Z,Howth Harbour,10,3.2242,3.2242,0.2672,1
-6.0683,53.3915,0,2010-01-04T04:18:00Z,Howth Harbour,10,3.1342,3.1342,0.1772,1
-6.0683,53.3915,0,2010-01-04T04:24:00Z,Howth Harbour,10,3.0142,3.0142,0.0572,1
-6.0683,53.3915,0,2010-01-04T04:30:00Z,Howth Harbour,10,2.9242,2.9242,-0.0328,1
