longitude,latitude,altitude,time,station_id,datasourceid,Water_Level,Water_Level_LAT,Water_Level_OD_Malin,QC_Flag
-6.0683,53.3915,0,2010-01-04T04:36:00Z,Howth Harbour,10,2.8142,2.8142,-0.1428,1
-6.0683,53.3915,0,2010-01-04T04:42:00Z,Howth Harbour,10,2.7042,2.7042,-0.2528,1
-6.0683,53.3915,0,2010-01-04T04:48:00Z,Howth Harbour,10,2.5942,2.5942,-0.3628,1
-6.0683,53.3915,0,2010-01-04T04:54:00Z,Howth Harbour,10,2.4842,2.4842,-0.4728,1
-6.0683,53.3915,0,2010-01-04T05:00:00Z,Howth Harbour,10,2.4042,2.4042,-0.5528,1
-6.0683,53.3915,0,2010-01-04T05:06:00Z,Howth Harbour,10,2.2942,2.2942,-0.6628,1
-6.0683,53.3915,0,2010-01-04T05:12:00Z,Howth Harbour,10,2.1942,2.1942,-0.7628,1
-6.0683,53.3915,0,2010-01-04T05:18:00Z,Howth Harbour,10,2.0942,2.0942,-0.8628,1
-6.0683,53.3915,0,2010-01-04T05:24:00Z,Howth Harbour,10,1.9942,1.9942,-0.9628,1
-6.0683,53.3915,0,2010-01-04T05:30:00Z,Howth Harbour,10,1.9042,1.9042,-1.0528,1
-6.0683,53.3915,0,2010-01-04T05:36:00Z,Howth Harbour,10,1.8242,1.8242,-1.1328,1
-6.0683,53.3915,0,2010-01-04T05:42:00Z,Howth Harbour,10,1.7442,1.7442,-1.2128,1
-6.0683,53.3915,0,2010-01-04T05:48:00Z,Howth Harbour,10,1.6542,1.6542,-1.3028,1
-6.0683,53.3915,0,2010-01-04T05:54:00Z,Howth Harbour,10,1.5942,1.5942,-1.3628,1
-6.0683,53.3915,0,2010-01-04T06:00:00Z,Howth Harbour,10,1.5142,1.5142,-1.4428,1
-6.0683,53.3915,0,2010-01-04T06:06:00Z,Howth Harbour,10,1.4442,1.4442,-1.5128,1
-6.0683,53.3915,0,2010-01-04T06:12:00Z,Howth Harbour,10,1.4042,1.4042,-1.5528,1
-6.0683,53.3915,0,2010-01-04T06:18:00Z,Howth Harbour,10,1.3242,1.3242,-1.6328,1
-6.0683,53.3915,0,2010-01-04T06:24:00Z,Howth Harbour,10,1.2842,1.2842,-1.6728,1
-6.0683,53.3915,0,2010-01-04T06:30:00Z,Howth Harbour,10,1.2542,1.2542,-1.7028,1
-6.0683,53.3915,0,2010-01-04T06:36:00Z,Howth Harbour,10,1.2142,1.2142,-1.7428,1
-6.0683,53.3915,0,2010-01-04T06:42:00Z,Howth Harbour,10,1.1842,1.1842,-1.7728,1
-6.0683,53.3915,0,2010-01-04T06:48:00Z,Howth Harbour,10,1.1542,1.1542,-1.8028,1
-6.0683,53.3915,0,2010-01-04T06:54:00Z,Howth Harbour,10,1.1442,1.1442,-1.8128,1
-6.0683,53.3915,0,2010-01-04T07:00:00Z,Howth Harbour,10,1.1442,1.1442,-1.8128,1
-6.0683,53.3915,0,2010-01-04T07:06:00Z,Howth Harbour,10,1.1142,1.1142,-1.8428,1
-6.0683,53.3915,0,2010-01-04T07:12:00Z,Howth Harbour,10,1.1242,1.1242,-1.8328,1
-6.0683,53.3915,0,2010-01-04T07:18:00Z,Howth Harbour,10,1.1542,1.1542,-1.8028,1
-6.0683,53.3915,0,2010-01-04T07:24:00Z,Howth Harbour,10,1.1342,1.1342,-1.8228,1
-6.0683,53.3915,0,2010-01-04T07:30:00Z,Howth Harbour,10,1.1542,1.1542,-1.8028,1
-6.0683,53.3915,0,2010-01-04T07:36:00Z,Howth Harbour,10,1.1942,1.1942,-1.7628,1
-6.0683,53.3915,0,2010-01-04T07:42:00Z,Howth Harbour,10,1.1942,1.1942,-1.7628,1
-6.0683,53.3915,0,2010-01-04T07:48:00Z,Howth Harbour,10,1.2342,1.2342,-1.7228,1
