-8.0007,51.8278,0.0,2018-11-14T12:30:00Z,Ballycotton Harbour,2.616,2.616,-0.056,0.0
-8.582,54.3099,0.0,2018-11-14T12:30:00Z,Sligo,3.165,3.165,0.703,0.0
-8.0007,51.8278,0.0,2018-11-14T12:35:00Z,Ballycotton Harbour,2.589,2.589,-0.083,0.0
-9.8928,54.2536,0.0,2018-11-14T12:35:00Z,Ballyglass Harbour,2.897,2.897,0.598,0.0
-8.4955,54.9905,0.0,2018-11-14T12:35:00Z,Aranmore Island - Leabgarrow,3.247,3.247,0.696,0.0
-9.6669,53.1178,0.0,2018-11-14T12:35:00Z,Inishmore,3.191,3.191,0.19,0.0
-8.3949,54.6364,0.0,2018-11-14T12:35:00Z,Killybegs Port,3.146,3.146,0.555,0.0
-9.048,53.269,0.0,2018-11-14T12:35:00Z,Galway Port,3.347,3.347,-0.03,0.0
-6.06809,53.391335,0.0,2018-11-14T12:35:00Z,Howth Harbour 2,0.44,NaN,0.44,0.0
-10.27732,52.13924,0.0,2018-11-14T12:35:00Z,Dingle Harbour,2.357,2.357,-0.341,0.0
-6.99188,52.14767,0.0,2018-11-14T12:35:00Z,Dunmore East Harbour,2.611,2.611,-0.127,0.0
-6.4589,52.3385,0.0,2018-11-14T12:35:00Z,Wexford Harbour,-0.196,NaN,-0.196,0.0
-9.50208,52.63191,0.0,2018-11-14T12:35:00Z,Kilrush Lough,3.349,3.349,0.069,0.0
-6.2217,53.3457,0.0,2018-11-14T12:35:00Z,Dublin Port,3.14,3.14,0.329,0.0
-6.0683,53.3915,0.0,2018-11-14T12:35:00Z,Howth Harbour,3.247,3.247,0.29,0.0
-9.562056,53.266926,0.0,2018-11-14T12:35:00Z,OPW Rossaveel Pier,3.218,3.218,0.344,0.0
-6.221441,53.798042,0.0,2018-11-14T12:35:00Z,OPW Port Oriel,3.571,3.571,0.499,0.0
-8.305566,51.83496,0.0,2018-11-14T12:35:00Z,OPW Ringaskiddy,2.375,2.375,-0.251,0.0
-9.8635645,52.270702,0.0,2018-11-14T12:35:00Z,OPW Fenit,2.988,2.988,0.045,0.0
-7.3344,55.3717,0.0,2018-11-14T12:35:00Z,Malin Head - Portmore Pier,3.143,3.143,0.841,0.0
-8.582,54.3099,0.0,2018-11-14T12:36:00Z,Sligo,3.124,3.124,0.662,0.0
-8.3949,54.6364,0.0,2018-11-14T12:40:00Z,Killybegs Port,3.132,3.132,0.541,0.0
-9.562056,53.266926,0.0,2018-11-14T12:40:00Z,OPW Rossaveel Pier,3.158,3.158,0.284,0.0
