5,2018-11-14T20:00:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,5.05,10.87,2.1109,7.03,0
5,2018-11-14T20:30:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,5.94,10.18,2.173,7.23,0
5,2018-11-14T21:00:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,6.94,10.4,2.4303,7.94,0
5,2018-11-14T21:30:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,6.21,11.48,2.2987,7.89,0
5,2018-11-14T22:00:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,6.63,9.63,2.6943,8.68,0
5,2018-11-14T22:30:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,6.6,11.32,2.5405,8.35,0
5,2018-11-14T23:00:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,7.07,11.51,2.4754,8.27,0
5,2018-11-14T23:30:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,7.7,11.73,2.5097,8.54,0
5,2018-11-15T00:00:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,6.0,11.56,2.4686,8.37,0
5,2018-11-15T00:30:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,6.81,12.45,2.5204,8.55,0
5,2018-11-15T01:00:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,6.41,11.63,2.7279,9.17,0
5,2018-11-15T01:30:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,8.25,12.71,2.8758,9.63,0
5,2018-11-15T02:00:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,8.88,10.82,2.9269,9.7,0
5,2018-11-15T02:30:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,6.65,11.88,2.7263,9.38,0
5,2018-11-15T03:00:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,6.95,12.37,2.8517,9.98,0
5,2018-11-15T03:30:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,5.69,12.14,2.3168,8.76,0
5,2018-11-15T04:00:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,5.49,12.62,2.2147,8.66,0
5,2018-11-15T04:30:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,7.07,11.83,2.7561,9.79,0
5,2018-11-15T05:00:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,6.09,11.25,2.5934,9.21,0
5,2018-11-15T05:30:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,6.89,11.22,2.6048,9.45,0
5,2018-11-15T06:00:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,6.8,11.95,2.699,9.69,0
5,2018-11-15T06:30:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,6.66,11.82,2.4112,9.12,0
5,2018-11-15T07:00:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,8.16,11.63,2.8607,9.76,0
5,2018-11-15T07:30:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,6.96,11.28,2.3451,8.62,0
5,2018-11-15T08:00:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,6.48,10.74,2.7892,9.71,0
5,2018-11-15T08:30:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,6.03,10.91,2.6563,9.65,0
5,2018-11-15T09:00:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,7.91,10.62,2.3,8.8,0
5,2018-11-15T09:30:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,7.04,11.67,2.2906,8.87,0
5,2018-11-15T10:00:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,5.74,9.8,2.424,9.07,0
5,2018-11-15T10:30:00Z,54.280833,-10.275317,Belmullet Wave Buoy Berth A,6.86,12.53,2.5137,8.81,0
6,2018-11-14T12:00:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,2.58,6.41,0.9,4.57,0
6,2018-11-14T12:30:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,2.36,6.58,0.88,4.75,0
6,2018-11-14T13:00:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,2.58,6.71,0.91,4.8,0
6,2018-11-14T13:30:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,2.18,8.69,0.87,4.37,0
6,2018-11-14T14:00:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,2.5,6.95,0.89,4.56,0
6,2018-11-14T14:30:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,2.48,6.75,0.88,4.58,0
6,2018-11-14T15:00:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,2.42,6.66,0.86,4.5,0
6,2018-11-14T15:30:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,2.14,5.93,0.9,4.61,0
6,2018-11-14T16:00:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,2.75,6.15,0.92,4.55,0
6,2018-11-14T16:30:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,2.55,4.69,0.91,4.43,0
6,2018-11-14T17:00:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,2.27,4.91,0.88,4.58,0
6,2018-11-14T17:30:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,2.07,6.28,0.79,4.61,0
6,2018-11-14T18:00:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,2.2,7.1,0.82,4.87,0
6,2018-11-14T18:30:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,2.62,7.21,0.87,5.18,0
6,2018-11-14T19:00:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,2.5,7.45,0.87,5.29,0
6,2018-11-14T19:30:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,2.34,6.26,0.83,4.96,0
6,2018-11-14T20:00:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,2.29,7.56,0.84,4.93,0
6,2018-11-14T20:30:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,2.12,5.75,0.82,4.94,0
6,2018-11-14T21:00:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,2.34,6.12,0.84,5.08,0
6,2018-11-14T21:30:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,1.98,7.15,0.8,5.15,0
6,2018-11-14T22:00:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,1.76,5.29,0.72,5.1,0
6,2018-11-14T22:30:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,2.12,7.1,0.72,5.29,0
6,2018-11-14T23:00:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,1.79,7.3,0.7,5.66,0
6,2018-11-14T23:30:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,1.61,8.1,0.67,5.45,0
6,2018-11-15T00:00:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,1.73,7.88,0.65,5.39,0
6,2018-11-15T00:30:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,1.56,5.96,0.65,5.3,0
